source_row_number,record_id,customer_id,source_file,source_type,customer_name_raw,customer_name_clean,phone_raw,phone_clean,email_raw,email_clean,invoice_no_raw,invoice_no_clean,transaction_date_raw,transaction_date_clean,service_or_product_raw,service_or_product_clean,category_raw,category_clean,branch_raw,branch_clean,city_raw,city_clean,country,amount_raw,amount_clean,quantity,duplicate_flag,missing_field_flag,contact_valid_flag,date_valid_flag,amount_valid_flag,validation_status,review_notes
296,REC-00296,CUST-1065,legacy_export.csv,legacy,ALICE WAVERLEY,Alice Waverley,00000000000,07731924051,ALICE.WAVERLEY@EXAMPLEMAIL.CO.UK,alice.waverley@examplemail.co.uk,1237,INV-1237,21 Mar 2025,2025-03-21,INVENTORY AUDIT,Inventory Audit,STD,Standard,south office,South Branch,LEEDS,Leeds,United Kingdom,0,0.0,40.0,,,,,,,phone updated from contact_updates
297,REC-00297,CUST-1138,legacy_export.csv,legacy,ELEANOR HUXLEY,Eleanor Huxley,07702269164,07702269164,,,1238,INV-1238,31-03-2025,2025-03-31,STORE REFRESH,Store Refresh,PREM,Premium,SOUTH,South Branch,BRISTOL CITY,Bristol,United Kingdom,0,0.0,40.0,,,,,,,
298,REC-00298,CUST-1139,legacy_export.csv,legacy,CLARA WHITMORE,Clara Whitmore,+44 7692 749 116,07692749116,clara.whitmore@@examplemail.co.uk,clara.whitmore@examplemail.co.uk,1239,INV-1239,04 February 2025,2025-02-04,INSTALLATION SUPPORT,Installation Support,BASIC,Standard,SOUTH OFFICE,South Branch,BIRMINGHAM,Birmingham,United Kingdom,380,380.0,40.0,,,,,,,
299,REC-00299,CUST-1041,legacy_export.csv,legacy,AMELIA DARLINGTON,Amelia Darlington,07812308209,07812308209,,amelia.darlington@examplemail.co.uk,INV1240,INV-1240,14 Feb 2025,2025-02-14,ON SITE SETUP,On Site Setup,STD,Standard,CENTRAL BRANCH,Central Office,Leedz,Leeds,United Kingdom,450,450.0,20.0,,,,,,,email updated from contact_updates
300,REC-00300,CUST-1002,legacy_export.csv,legacy,FLORENCE PRESCOTT,Florence Prescott,00447630833445,07630833445,,,INV1241,INV-1241,2025-03-09,2025-09-03,ON SITE SETUP,On Site Setup,STANDARD,Standard,CENTRAL HUB,Central Branch,BRISTOL CITY,Bristol,United Kingdom,900,900.0,40.0,,,,,,,
301,REC-00301,CUST-1140,legacy_export.csv,legacy,ARTHUR HARRINGTON,Arthur Harrington,07862 123 506,07862123506,ARTHUR.HARRINGTON@EXAMPLEMAIL.CO.UK,arthur.harrington@examplemail.co.uk,INV1242,INV-1242,29 March 2025,2025-03-29,STORE REFRESH,Store Refresh,PREM,Premium,CENTRAL BRANCH,Central Office,Leedz,Manchester,United Kingdom,675,675.0,30.0,,,,,,,
302,REC-00302,CUST-1141,legacy_export.csv,legacy,FLORENCE SINCLAIR,Florence Sinclair,,,FLORENCE.SINCLAIR@EXAMPLEMAIL.CO.UK,florence.sinclair@examplemail.co.uk,1243,INV-1243,01 February 2025,2025-02-01,INSTALLATION SUPPORT,Installation Support,BASIC,Standard,NORTH BRANCH,North Branch,BRISTOL,Bristol,United Kingdom,0,0.0,20.0,,,,,,,
303,REC-00303,CUST-1111,legacy_export.csv,legacy,ARTHUR MERCER,Arthur Mercer,00000000000,07463016614,ARTHUR.MERCER@@EXAMPLEMAIL.CO.UK,arthur.mercer@examplemail.co.uk,1244,INV-1244,18 Feb 2025,2025-02-18,ON SITE SETUP,On Site Setup,BASIC,Standard,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,450,450.0,30.0,,,,,,,phone updated from contact_updates
304,REC-00304,CUST-1142,legacy_export.csv,legacy,SEBASTIAN SINCLAIR,Sebastian Sinclair,00000000000,,,,1245,INV-1245,04/03/25,2025-03-04,STORE REFRESH,Store Refresh,PREMIUM SERVICE,Premium,NORTH HQ,North Branch,BIRMINGHAM,Birmingham,United Kingdom,0,0.0,40.0,,,,,,,
305,REC-00305,CUST-1072,legacy_export.csv,legacy,ARTHUR STERLING,Arthur Sterling,00000000000,,arthur.sterling@examplemail.co.uk,arthur.sterling@examplemail.co.uk,1246,INV-1246,01-04-2025,2025-04-01,OPERATIONAL CHECK,Operational Check,BASIC,Standard,CENTRAL OFFICE,Central Office,MANCHESTER,Manchester,United Kingdom,550,550.0,20.0,,,,,,,
306,REC-00306,CUST-1143,legacy_export.csv,legacy,AMELIA FAIRCHILD,Amelia Fairchild,00000000000,,AMELIA.FAIRCHILD@EXAMPLEMAIL.CO.UK,amelia.fairchild@examplemail.co.uk,1247,INV-1247,02 Feb 2025,2025-02-02,INVENTORY AUDIT,Inventory Audit,STD,Standard,CENTRAL OFFICE,Central Office,MANCHESTER,Manchester,United Kingdom,225,225.0,10.0,,,,,,,
307,REC-00307,CUST-1144,legacy_export.csv,legacy,OLIVER SINCLAIR,Oliver Sinclair,,,OLIVER.SINCLAIR@EXAMPLEMAIL.CO.UK,oliver.sinclair@examplemail.co.uk,INV1248,INV-1248,27-01-2025,2025-01-27,OPERATIONAL CHECK,Operational Check,STANDARD,Standard,NORTH BRANCH,North Branch,MANCHESTER,Manchester,United Kingdom,1000,1000.0,40.0,,,,,,,
308,REC-00308,CUST-1123,legacy_export.csv,legacy,LOUIS PRITCHARD,Louis Pritchard,00000000000,07841218491,,louis.pritchard@examplemail.co.uk,INV1249,INV-1249,04-03-2025,2025-03-04,OPERATIONAL CHECK,Operational Check,STANDARD,Standard,Central,Central Branch,bristol,Bristol,United Kingdom,0,0.0,20.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
309,REC-00309,CUST-1050,legacy_export.csv,legacy,IVY BENNETT,Ivy Bennett,00000000000,,,ivy.bennett@examplemail.co.uk,INV1250,INV-1250,07 February 2025,2025-02-07,DEEP CLEANING PACKAGE,Deep Cleaning,PREM,Premium,North Branch,North Branch,BRISTOL,Bristol,United Kingdom,0,0.0,30.0,,,,,,,email updated from contact_updates
310,REC-00310,CUST-1145,legacy_export.csv,legacy,SAMUEL SINCLAIR,Samuel Sinclair,00000000000,,SAMUEL.SINCLAIR@@EXAMPLEMAIL.CO.UK,samuel.sinclair@examplemail.co.uk,INV1251,INV-1251,31/01/25,2025-01-31,MAINTENANCE VISIT,Maintenance Visit,STANDARD,Standard,CENTRAL HUB,Central Branch,MANCHESTER,Manchester,United Kingdom,120,120.0,10.0,,,,,,,
311,REC-00311,CUST-1146,legacy_export.csv,legacy,HUGO ELLISON,Hugo Ellison,00000000000,,HUGO.ELLISON@EXAMPLEMAIL.CO.UK,hugo.ellison@examplemail.co.uk,1252,INV-1252,25 February 2025,2025-02-25,PRIORITY SERVICE CALL,Priority Service Call,PREMIUM,Premium,SOUTH,South Branch,BHAM,Birmingham,United Kingdom,0,0.0,40.0,,,,,,,
312,REC-00312,CUST-1147,legacy_export.csv,legacy,FREYA PRESCOTT,Freya Prescott,,,,,INV1253,INV-1253,03-04-2025,2025-04-03,PREMIUM CONSULTATION,Premium Consultation,PREM,Premium,SOUTH OFFICE,South Branch,BIRMINHAM,Birmingham,United Kingdom,275,275.0,10.0,,,,,,,
313,REC-00313,CUST-1019,legacy_export.csv,legacy,MARTHA PRITCHARD,Martha Pritchard,,,,martha.pritchard@examplemail.co.uk,INV1254,INV-1254,21/01/25,2025-01-21,CUSTOMER CARE REVIEW,Customer Care Review,STANDARD,Standard,NORTH HQ,North Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,20.0,,,,,,,email updated from contact_updates
314,REC-00314,CUST-1016,legacy_export.csv,legacy,IMOGEN BENNETT,Imogen Bennett,,07768548027,imogen.bennett@examplemail.co,imogen.bennett@examplemail.co.uk,INV1255,INV-1255,29 March 2025,2025-03-29,CUSTOMER CARE REVIEW,Customer Care Review,STD,Standard,NORTH HQ,North Branch,leeds,Leeds,United Kingdom,350,350.0,20.0,,,,,,,phone updated from contact_updates
315,REC-00315,CUST-1148,legacy_export.csv,legacy,MARTHA STERLING,Martha Sterling,+44 7496 776 692,07496776692,MARTHA.STERLING@EXAMPLEMAIL.CO.UK,martha.sterling@examplemail.co.uk,1256,INV-1256,23/03/25,2025-03-23,DEEP CLEANING PACKAGE,Deep Cleaning,PREMIUM SERVICE,Premium,NORTH,North Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,20.0,,,,,,,
316,REC-00316,CUST-1071,legacy_export.csv,legacy,ALFIE MARLOWE,Alfie Marlowe,+44 7872 830 248,07872830248,ALFIE.MARLOWE@@EXAMPLEMAIL.CO.UK,alfie.marlowe@examplemail.co.uk,INV1257,INV-1257,2025-03-24,2025-03-24,MAINTENANCE VISIT,Maintenance Visit,BASIC,Standard,SOUTH OFFICE,South Branch,BHAM,Birmingham,United Kingdom,500,500.0,20.0,,,,,,,
317,REC-00317,CUST-1149,legacy_export.csv,legacy,JACK SUTTON,Jack Sutton,,,JACK.SUTTON@EXAMPLEMAIL.CO.UK,jack.sutton@examplemail.co.uk,INV1258,INV-1258,2025-04-03,2025-03-04,MAINTENANCE VISIT,Maintenance Visit,BASIC,Standard,SOUTH,South Branch,BRISTOL CITY,Bristol,United Kingdom,300,300.0,20.0,,,,,,,
318,REC-00318,CUST-1150,legacy_export.csv,legacy,ZARA MARLOWE,Zara Marlowe,00000000000,,zara.marlowe@@examplemail.co.uk,zara.marlowe@examplemail.co.uk,1259,INV-1259,01/03/25,2025-03-01,ON SITE SETUP,On Site Setup,STANDARD,Standard,NORTH,North Branch,BRISTOL,Bristol,United Kingdom,0,0.0,30.0,,,,,,,
319,REC-00319,CUST-1124,legacy_export.csv,legacy,EDWARD HOLLIS,Edward Hollis,00000000000,,edward.hollis@examplemail.co,edward.hollis@examplemail.co.uk,INV1260,INV-1260,19-01-2025,2025-01-19,OPERATIONAL CHECK,Operational Check,BASIC,Standard,north,North Branch,Bristol,Bristol,United Kingdom,675,675.0,30.0,,,,,,,
320,REC-00320,CUST-1151,legacy_export.csv,legacy,THEODORE STERLING,Theodore Sterling,,,,,1261,INV-1261,20-02-2025,2025-02-20,OPERATIONAL CHECK,Operational Check,STD,Standard,CENTRAL BRANCH,Central Branch,LEEDS,Leeds,United Kingdom,0,0.0,10.0,,,,,,,
321,REC-00321,CUST-1128,legacy_export.csv,legacy,EVIE HUXLEY,Evie Huxley,,,,,INV1262,INV-1262,2025-01-18,2025-01-18,CUSTOMER CARE REVIEW,Customer Care Review,STD,Standard,SOUTH OFFICE,South Branch,BRISTOL,Bristol,United Kingdom,500,500.0,20.0,,,,,,,
322,REC-00322,CUST-1041,legacy_export.csv,legacy,AMELIA DARLINGTON,Amelia Darlington,07812308209,07812308209,,amelia.darlington@examplemail.co.uk,INV1263,INV-1263,13 February 2025,2025-02-13,OPERATIONAL CHECK,Operational Check,STD,Standard,CENTRAL BRANCH,Central Branch,Leedz,Leeds,United Kingdom,450,450.0,30.0,,,,,,,email updated from contact_updates
323,REC-00323,CUST-1050,legacy_export.csv,legacy,IVY BENNETT,Ivy Bennett,00000000000,,,ivy.bennett@examplemail.co.uk,1264,INV-1264,22 Feb 2025,2025-02-22,OPERATIONAL CHECK,Operational Check,STD,Standard,North Branch,North Branch,BRISTOL,Bristol,United Kingdom,275,275.0,10.0,,,,,,,email updated from contact_updates
324,REC-00324,CUST-1152,legacy_export.csv,legacy,THEODORE AINSWORTH,Theodore Ainsworth,00000000000,,THEODORE.AINSWORTH@EXAMPLEMAIL.CO.UK,theodore.ainsworth@examplemail.co.uk,INV1265,INV-1265,30/01/25,2025-01-30,PREMIUM CONSULTATION,Premium Consultation,PREMIUM,Premium,NORTH BRANCH,North Branch,MANCHESTER,Manchester,United Kingdom,250,250.0,10.0,,,,,,,
325,REC-00325,CUST-1153,legacy_export.csv,legacy,FREYA SINCLAIR,Freya Sinclair,,,,,1266,INV-1266,03 April 2025,2025-04-03,INVENTORY AUDIT,Inventory Audit,STD,Standard,CENTRAL BRANCH,Central Branch,MANCHESTER,Manchester,United Kingdom,360,360.0,30.0,,,,,,,
326,REC-00326,CUST-1011,legacy_export.csv,legacy,CLARA BENNETT,Clara Bennett,00000000000,,,clara.bennett@examplemail.co.uk,INV1267,INV-1267,11-02-2025,2025-02-11,CUSTOMER CARE REVIEW,Customer Care Review,STD,Standard,Central,Central Branch,Birmingham,Birmingham,United Kingdom,190,190.0,20.0,,,,,,,email updated from contact_updates
327,REC-00327,CUST-1046,legacy_export.csv,legacy,IMOGEN WINSLOW,Imogen Winslow,00000000000,,IMOGEN.WINSLOW@@EXAMPLEMAIL.CO.UK,imogen.winslow@examplemail.co.uk,INV1268,INV-1268,08/02/25,2025-02-08,MAINTENANCE VISIT,Maintenance Visit,BASIC,Standard,NORTH HQ,North Branch,BRISTOL,Bristol,United Kingdom,95,95.0,10.0,,,,,,,
328,REC-00328,CUST-1041,legacy_export.csv,legacy,AMELIA DARLINGTON,Amelia Darlington,,07812308209,amelia.darlington@examplemail.co.uk,amelia.darlington@examplemail.co.uk,INV1269,INV-1269,2025-01-19,2025-01-19,OPERATIONAL CHECK,Operational Check,STD,Standard,CENTRAL BRANCH,Central Branch,Leedz,Leeds,United Kingdom,380,380.0,40.0,,,,,,,phone updated from contact_updates
329,REC-00329,CUST-1144,legacy_export.csv,legacy,OLIVER SINCLAIR,Oliver Sinclair,07642621,,OLIVER.SINCLAIR@EXAMPLEMAIL.CO.UK,oliver.sinclair@examplemail.co.uk,INV1270,INV-1270,25/01/25,2025-01-25,CUSTOMER CARE REVIEW,Customer Care Review,BASIC,Standard,NORTH,North Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,40.0,,,,,,,
330,REC-00330,CUST-1154,legacy_export.csv,legacy,THEODORE BENNETT,Theodore Bennett,00000000000,,,,INV1271,INV-1271,21 Jan 2025,2025-01-21,STORE REFRESH,Store Refresh,PREMIUM SERVICE,Premium,NORTH,North Branch,LEEDZ,Leeds,United Kingdom,675,675.0,30.0,,,,,,,
331,REC-00331,CUST-1116,legacy_export.csv,legacy,DANIEL COLLINS,Daniel Collins,,,,,INV1272,INV-1272,27 Feb 2025,2025-02-27,INVENTORY AUDIT,Inventory Audit,STD,Standard,NORTH BRANCH,North Branch,BRISTOL,Bristol,United Kingdom,0,0.0,10.0,,,,,,,
332,REC-00332,CUST-1155,legacy_export.csv,legacy,OSCAR REDFORD,Oscar Redford,00000000000,,,,INV1273,INV-1273,07-03-2025,2025-03-07,INVENTORY AUDIT,Inventory Audit,STD,Standard,CENTRAL OFFICE,Central Office,MANCHESTER,Manchester,United Kingdom,500,500.0,20.0,,,,,,,
333,REC-00333,CUST-1021,legacy_export.csv,legacy,PHOEBE HUXLEY,Phoebe Huxley,00447396618390,07396618390,PHOEBE.HUXLEY@EXAMPLEMAIL.CO.UK,phoebe.huxley@examplemail.co.uk,1274,INV-1274,2025-02-06,2025-06-02,OPERATIONAL CHECK,Operational Check,STD,Standard,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,240,240.0,20.0,,,,,,,
334,REC-00334,CUST-1016,legacy_export.csv,legacy,IMOGEN BENNETT,Imogen Bennett,00447768548027,07768548027,,imogen.bennett@examplemail.co.uk,INV1275,INV-1275,23/02/25,2025-02-23,STORE REFRESH,Store Refresh,PREMIUM,Premium,NORTH HQ,North Branch,leeds,Leeds,United Kingdom,350,350.0,20.0,,,,,,,email updated from contact_updates
335,REC-00335,CUST-1024,legacy_export.csv,legacy,HARRY BLACKWELL,Harry Blackwell,07216396,,harry.blackwell@examplemail.co,harry.blackwell@examplemail.co.uk,INV1276,INV-1276,2025-02-10,2025-10-02,PREMIUM CONSULTATION,Premium Consultation,PREM,Premium,SOUTH OFFICE,South Branch,BIRMINGHAM,Birmingham,United Kingdom,200,200.0,10.0,,,,,,,
336,REC-00336,CUST-1156,legacy_export.csv,legacy,MARTHA STERLING,Martha Sterling,00000000000,,,,INV1277,INV-1277,28 Mar 2025,2025-03-28,PRIORITY SERVICE CALL,Priority Service Call,PREMIUM SERVICE,Premium,NORTH HQ,North Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,40.0,,,,,,,
337,REC-00337,CUST-1048,legacy_export.csv,legacy,THOMAS SINCLAIR,Thomas Sinclair,07463527,,,,INV1278,INV-1278,09 Feb 2025,2025-02-09,DEEP CLEANING PACKAGE,Deep Cleaning,PREMIUM SERVICE,Premium,SOUTH,South Branch,LEEDS,Leeds,United Kingdom,175,175.0,10.0,,,,,,,
338,REC-00338,CUST-1042,legacy_export.csv,legacy,MAX WHITMORE,Max Whitmore,00447604011128,07604011128,max.whitmore@examplemail.co,max.whitmore@examplemail.co.uk,INV1279,INV-1279,2025-01-19,2025-01-19,INSTALLATION SUPPORT,Installation Support,STANDARD,Standard,NORTH,North Branch,LEEDS,Leeds,United Kingdom,675,675.0,30.0,,,,,,,
339,REC-00339,CUST-1018,legacy_export.csv,legacy,THEODORE DARLINGTON,Theodore Darlington,07678 998 028,07678998028,theodore.darlington@@examplemail.co.uk,theodore.darlington@examplemail.co.uk,INV1280,INV-1280,23-03-2025,2025-03-23,STORE REFRESH,Store Refresh,PREMIUM SERVICE,Premium,SOUTH,South Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,20.0,,,,,,,
340,REC-00340,CUST-1023,legacy_export.csv,legacy,HENRY TEMPLETON,Henry Templeton,,,HENRY.TEMPLETON@EXAMPLEMAIL.CO.UK,henry.templeton@examplemail.co.uk,1281,INV-1281,26 Mar 2025,2025-03-26,DEEP CLEANING PACKAGE,Deep Cleaning,PREM,Premium,NORTH HQ,North Branch,BIRMINGHAM,Birmingham,United Kingdom,525,525.0,30.0,,,,,,,
341,REC-00341,CUST-1157,legacy_export.csv,legacy,LEO FLETCHER,Leo Fletcher,,,,,1282,INV-1282,01 Mar 2025,2025-03-01,DEEP CLEANING PACKAGE,Deep Cleaning,PREM,Premium,SOUTH,South Branch,LEEDS,Leeds,United Kingdom,1000,1000.0,40.0,,,,,,,
342,REC-00342,CUST-1008,legacy_export.csv,legacy,POPPY TEMPLETON,Poppy Templeton,,,,,1283,INV-1283,20 Jan 2025,2025-01-20,STORE REFRESH,Store Refresh,P,Premium,NORTH HQ,North Branch,LEEDS,Leeds,United Kingdom,0,0.0,30.0,,,,,,,
343,REC-00343,CUST-1158,legacy_export.csv,legacy,JACK FAIRCHILD,Jack Fairchild,00000000000,,,,INV1284,INV-1284,2025-03-16,2025-03-16,PREMIUM CONSULTATION,Premium Consultation,P,Premium,SOUTH,South Branch,MANCHESTER,Manchester,United Kingdom,750,750.0,30.0,,,,,,,
344,REC-00344,CUST-1016,legacy_export.csv,legacy,IMOGEN BENNETT,Imogen Bennett,00000000000,07768548027,,imogen.bennett@examplemail.co.uk,1285,INV-1285,18 February 2025,2025-02-18,PREMIUM CONSULTATION,Premium Consultation,P,Premium,NORTH HQ,North Branch,leeds,Leeds,United Kingdom,0,0.0,10.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
345,REC-00345,CUST-1078,legacy_export.csv,legacy,ELEANOR REDFORD,Eleanor Redford,00000000000,,,eleanor.redford@examplemail.co.uk,INV1286,INV-1286,24 Jan 2025,2025-01-24,STORE REFRESH,Store Refresh,PREM,Premium,south,North Branch,LEEDS,Leeds,United Kingdom,0,0.0,30.0,,,,,,,email updated from contact_updates
346,REC-00346,CUST-1111,legacy_export.csv,legacy,ARTHUR MERCER,Arthur Mercer,00000000000,07463016614,,arthur.mercer@examplemail.co.uk,INV1287,INV-1287,27 January 2025,2025-01-27,DEEP CLEANING PACKAGE,Deep Cleaning,PREMIUM,Premium,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,900,900.0,40.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
347,REC-00347,CUST-1159,legacy_export.csv,legacy,IVY MARLOWE,Ivy Marlowe,07918 982 730,07918982730,IVY.MARLOWE@EXAMPLEMAIL.CO.UK,ivy.marlowe@examplemail.co.uk,INV1288,INV-1288,12 Feb 2025,2025-02-12,PRIORITY SERVICE CALL,Priority Service Call,P,Premium,NORTH BRANCH,North Branch,BHAM,Birmingham,United Kingdom,400,400.0,20.0,,,,,,,
348,REC-00348,CUST-1111,legacy_export.csv,legacy,ARTHUR MERCER,Arthur Mercer,00000000000,07463016614,arthur.mercer@@examplemail.co.uk,arthur.mercer@examplemail.co.uk,1289,INV-1289,21 Feb 2025,2025-02-21,DEEP CLEANING PACKAGE,Deep Cleaning,PREMIUM,Premium,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,0,0.0,10.0,,,,,,,phone updated from contact_updates
349,REC-00349,CUST-1160,legacy_export.csv,legacy,ELEANOR ELLISON,Eleanor Ellison,00000000000,,,eleanor.ellison@examplemail.co.uk,INV1290,INV-1290,2025-03-14,2025-03-14,PREMIUM CONSULTATION,Premium Consultation,PREM,Premium,South,South Branch,Bristol City,Bristol,United Kingdom,275,275.0,10.0,,,,,,,email updated from contact_updates
350,REC-00350,CUST-1161,legacy_export.csv,legacy,THEODORE FLETCHER,Theodore Fletcher,00000000000,,theodore.fletcher@examplemail.co.uk,theodore.fletcher@examplemail.co.uk,1291,INV-1291,26/02/25,2025-02-26,INVENTORY AUDIT,Inventory Audit,BASIC,Standard,CENTRAL HUB,Central Branch,BRISTOL,Bristol,United Kingdom,120,120.0,10.0,,,,,,,
351,REC-00351,CUST-1162,legacy_export.csv,legacy,THEODORE BENNETT,Theodore Bennett,07927 982 963,07927982963,,,INV1292,INV-1292,10 January 2025,2025-01-10,PRIORITY SERVICE CALL,Priority Service Call,PREMIUM,Premium,NORTH BRANCH,North Branch,LEEDS,Leeds,United Kingdom,-190,-190.0,20.0,,,,,,,
352,REC-00352,CUST-1073,legacy_export.csv,legacy,LEO HOLLIS,Leo Hollis,00000000000,,,leo.hollis@examplemail.co.uk,1293,INV-1293,28/02/25,2025-02-28,CUSTOMER CARE REVIEW,Customer Care Review,STANDARD,Standard,CENTRAL BRANCH,Central Office,LEEDS,Leeds,United Kingdom,250,250.0,10.0,,,,,,,email updated from contact_updates
353,REC-00353,CUST-1032,legacy_export.csv,legacy,PHOEBE HOLLIS,Phoebe Hollis,00000000000,,,,1294,INV-1294,10 Feb 2025,2025-02-10,CUSTOMER CARE REVIEW,Customer Care Review,STD,Standard,SOUTH,South Branch,BHAM,Birmingham,United Kingdom,360,360.0,30.0,,,,,,,
354,REC-00354,CUST-1033,legacy_export.csv,legacy,ZARA CRAWFORD,Zara Crawford,00000000000,,,,INV1295,INV-1295,25/01/25,2025-01-25,CUSTOMER CARE REVIEW,Customer Care Review,STD,Standard,SOUTH OFFICE,South Branch,LEEDS,Leeds,United Kingdom,350,350.0,20.0,,,,,,,
355,REC-00355,CUST-1065,legacy_export.csv,legacy,ALICE WAVERLEY,Alice Waverley,00000000000,07731924051,,alice.waverley@examplemail.co.uk,1296,INV-1296,2025-03-02,2025-02-03,DEEP CLEANING PACKAGE,Deep Cleaning,PREMIUM SERVICE,Premium,south office,South Branch,LEEDS,Leeds,United Kingdom,-600,-600.0,30.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
356,REC-00356,CUST-1163,legacy_export.csv,legacy,FLORENCE PRESCOTT,Florence Prescott,00000000000,,florence.prescott@examplemail.co.uk,florence.prescott@examplemail.co.uk,INV1297,INV-1297,21-03-2025,2025-03-21,PREMIUM CONSULTATION,Premium Consultation,PREMIUM SERVICE,Premium,CENTRAL OFFICE,Central Office,BRISTOL,Bristol,United Kingdom,525,525.0,30.0,,,,,,,
357,REC-00357,CUST-1071,legacy_export.csv,legacy,ALFIE MARLOWE,Alfie Marlowe,+44 7872 830 248,07872830248,alfie.marlowe@@examplemail.co.uk,alfie.marlowe@examplemail.co.uk,1298,INV-1298,17-02-2025,2025-02-17,INSTALLATION SUPPORT,Installation Support,STANDARD,Standard,SOUTH,South Branch,BHAM,Birmingham,United Kingdom,0,0.0,40.0,,,,,,,
358,REC-00358,CUST-1055,legacy_export.csv,legacy,GEORGE CHADWICK,George Chadwick,,,george.chadwick@examplemail.co,george.chadwick@examplemail.co.uk,INV1299,INV-1299,04/02/25,2025-02-04,OPERATIONAL CHECK,Operational Check,STANDARD,Standard,SOUTH,South Branch,MANCHESTER,Manchester,United Kingdom,190,190.0,20.0,,,,,,,
359,REC-00359,CUST-1085,legacy_export.csv,legacy,SOPHIE HOLLIS,Sophie Hollis,,07705557720,SOPHIE.HOLLIS@EXAMPLEMAIL.CO,sophie.hollis@examplemail.co.uk,INV1300,INV-1300,08 Feb 2025,2025-02-08,DEEP CLEANING PACKAGE,Deep Cleaning,PREMIUM SERVICE,Premium,Central,Central Office,Birmingham,Birmingham,United Kingdom,225,225.0,10.0,,,,,,,phone updated from contact_updates
360,REC-00360,CUST-1164,legacy_export.csv,legacy,ARTHUR HARRINGTON,Arthur Harrington,,07362950628,,arthur.harrington@examplemail.co.uk,INV1301,INV-1301,18 Feb 2025,2025-02-18,STORE REFRESH,Store Refresh,PREM,Premium,CENTRAL BRANCH,Central Branch,Leedz,Leeds,United Kingdom,500,500.0,20.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
361,REC-00361,CUST-1165,legacy_export.csv,legacy,MATILDA CRAWFORD,Matilda Crawford,,,MATILDA.CRAWFORD@@EXAMPLEMAIL.CO.UK,matilda.crawford@examplemail.co.uk,INV1302,INV-1302,28/01/25,2025-01-28,DEEP CLEANING PACKAGE,Deep Cleaning,PREMIUM,Premium,NORTH,North Branch,LEEDZ,Leeds,United Kingdom,175,175.0,10.0,,,,,,,
362,REC-00362,CUST-1166,legacy_export.csv,legacy,IVY MARLOWE,Ivy Marlowe,00000000000,,ivy.marlowe@examplemail.co.uk,ivy.marlowe@examplemail.co.uk,INV1303,INV-1303,2025-02-26,2025-02-26,STORE REFRESH,Store Refresh,PREMIUM,Premium,NORTH BRANCH,North Branch,BHAM,Birmingham,United Kingdom,150,150.0,10.0,,,,,,,
363,REC-00363,CUST-1167,legacy_export.csv,legacy,MAX BENNETT,Max Bennett,00447207765664,07207765664,,,1304,INV-1304,2025-01-19,2025-01-19,STORE REFRESH,Store Refresh,PREMIUM SERVICE,Premium,NORTH BRANCH,North Branch,LEEDS,Leeds,United Kingdom,0,0.0,40.0,,,,,,,
364,REC-00364,CUST-1168,legacy_export.csv,legacy,ISLA STERLING,Isla Sterling,00000000000,,,,INV1305,INV-1305,12 February 2025,2025-02-12,MAINTENANCE VISIT,Maintenance Visit,BASIC,Standard,CENTRAL HUB,Central Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,30.0,,,,,,,
365,REC-00365,CUST-1169,legacy_export.csv,legacy,EVIE FLETCHER,Evie Fletcher,,,,,INV1306,INV-1306,08-02-2025,2025-02-08,MAINTENANCE VISIT,Maintenance Visit,STD,Standard,SOUTH OFFICE,South Branch,MANCHESTER,Manchester,United Kingdom,0,0.0,20.0,,,,,,,
366,REC-00366,CUST-1028,legacy_export.csv,legacy,THEODORE REDFORD,Theodore Redford,00000000000,,THEODORE.REDFORD@EXAMPLEMAIL.CO.UK,theodore.redford@examplemail.co.uk,INV1307,INV-1307,31/01/25,2025-01-31,PREMIUM CONSULTATION,Premium Consultation,PREM,Premium,NORTH BRANCH,North Branch,BIRMINHAM,Birmingham,United Kingdom,750,750.0,30.0,,,,,,,
367,REC-00367,CUST-1111,legacy_export.csv,legacy,ARTHUR MERCER,Arthur Mercer,,07463016614,,arthur.mercer@examplemail.co.uk,1308,INV-1308,24 February 2025,2025-02-24,PRIORITY SERVICE CALL,Priority Service Call,PREMIUM SERVICE,Premium,NORTH BRANCH,North Branch,BIRMINGHAM,Birmingham,United Kingdom,825,825.0,30.0,,,,,,,phone updated from contact_updates | email updated from contact_updates
